BASMID,EDCPUB,SPUBCHOIX,SCONSIDR,SEENJOY,SEGRADES,SEABSNT,SEFUTUREX,SEGRADEQ,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,HDHEALTH,CDOBMM,CDOBYY,CSEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1MTHSWRK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,DSBLTY,HHPARN16X,HHPARN16_BRD,NUMSIBSX,PARGRADEX,RACEETHN,INTACC,ALLGRADEX,CENREG,ZIPLOCL
20161202665,1,3,2,1,1,0,5,2,1,2,1,2,2,2,2,2,3,2,1,1,1,2,1,1,4,16,1,1,1,3,3,2,2,2,2,2,1,2,7,1,2,2,3,2000,2,2,4,2,1,1,1,1,40,12,48,1,10,1,2,1,1,1,5,4,1,10,4,12
20161202666,1,2,2,3,3,6,4,3,2,2,1,1,1,1,2,2,6,2,2,3,2,2,2,2,2,1,3,1,3,1,5,1,2,2,2,2,1,1,7,1,2,1,3,2003,2,2,6,1,1,2,1,7,-1,0,38,1,2,3,2,1,1,3,3,2,2,7,2,32
20161202704,1,2,2,3,3,5,2,3,2,2,2,2,2,2,2,2,0,2,1,1,1,1,2,2,3,6,1,2,1,2,3,2,2,2,1,2,2,2,7,2,2,1,10,1997,1,2,2,2,1,1,1,6,-1,6,35,2,2,1,2,3,2,0,1,1,2,11,3,31
20161202714,1,1,2,1,3,1,6,2,1,2,1,2,2,2,2,1,4,1,1,1,1,1,1,1,3,10,1,1,1,4,2,1,2,2,2,1,1,1,5,2,2,1,6,1999,1,6,4,8,6,1,1,2,80,12,50,1,10,1,2,4,1,1,3,1,1,12,3,41
20161202722,1,3,2,2,2,0,6,3,1,2,1,1,1,1,2,1,20,1,1,2,2,2,1,2,3,10,1,1,1,3,2,2,2,1,1,1,1,1,5,1,1,1,4,2000,1,4,2,1,1,2,4,1,37,12,48,2,4,2,2,2,2,0,3,1,2,10,4,13
20161202723,2,1,1,1,1,5,6,1,1,1,1,1,1,1,1,1,80,1,1,1,1,1,1,1,3,3,1,1,1,4,3,1,1,1,1,1,1,1,7,1,1,1,11,2005,1,2,5,2,1,1,1,1,70,12,50,1,10,1,2,1,1,2,5,4,1,4,2,41
20161202754,1,1,2,1,1,0,6,2,1,1,1,1,1,1,2,1,30,1,1,2,2,2,2,2,4,15,1,2,1,1,1,2,2,2,2,1,1,2,0,2,2,1,11,1998,2,2,4,1,1,2,1,1,40,12,59,1,8,1,2,1,1,1,4,4,1,11,2,21
20161202789,1,2,2,2,3,5,2,4,2,2,2,2,1,2,2,2,7,2,2,1,1,1,1,1,3,2,1,1,1,4,2,2,2,2,1,1,2,2,6,2,2,3,7,2005,1,2,5,3,1,1,4,3,-1,8,40,2,1,2,2,3,2,0,1,2,4,3,2,12
20161202799,1,2,2,1,2,0,6,2,2,2,1,1,1,2,2,2,10,1,1,1,1,1,1,1,3,4,1,2,1,4,3,1,1,1,1,1,1,2,7,1,1,2,4,2003,1,2,3,2,1,2,5,5,-1,0,57,1,1,1,2,1,1,0,3,2,4,7,1,11
20161202804,1,3,2,3,2,9,3,3,1,1,1,1,1,1,1,1,6,1,1,2,1,2,2,2,4,7,1,2,1,4,4,2,1,1,1,1,1,2,7,2,2,1,11,2003,1,2,6,1,1,2,1,1,56,12,40,1,9,1,1,1,1,3,3,3,1,6,2,32
20161202805,1,3,2,2,5,6,5,2,1,1,1,2,1,2,2,2,6,1,1,1,1,1,2,1,2,6,1,2,2,4,2,1,1,1,2,1,2,2,5,1,2,1,10,2009,1,2,3,1,1,2,1,1,36,12,42,1,8,1,2,1,1,0,5,1,1,K,1,21
20161202809,1,2,2,2,2,3,6,3,1,2,1,1,1,1,2,1,6,2,1,2,2,2,1,3,2,4,1,1,1,3,1,2,2,1,2,2,1,1,7,1,1,1,4,1998,1,2,4,1,1,2,5,6,-1,0,58,2,4,2,2,2,2,0,3,2,4,1,1,21
20161202847,1,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,0,1,1,1,1,2,1,1,3,4,1,1,1,4,3,1,1,2,2,1,2,2,5,2,1,2,9,2006,2,2,4,1,1,1,1,1,60,12,38,1,4,1,1,1,1,1,2,1,1,4,2,22
20161202862,1,1,1,1,1,4,6,1,1,1,1,1,2,2,2,2,5,2,1,1,1,1,1,1,4,10,2,2,1,3,1,1,2,2,1,1,1,2,7,1,2,1,6,2004,1,2,3,1,1,2,1,1,40,12,52,1,5,1,2,1,1,0,4,1,1,6,4,11
20161202869,1,3,2,1,2,9,4,2,1,2,1,2,2,2,2,2,3,1,1,2,2,2,2,2,3,1,3,3,1,2,5,2,2,1,2,1,1,2,4,2,2,2,4,2000,1,2,5,1,1,2,1,1,48,12,51,1,9,1,1,1,1,1,3,1,1,10,1,21
20161202883,1,2,1,2,1,8,6,1,1,1,1,1,1,1,2,2,10,2,1,1,1,1,1,1,3,5,1,2,1,3,1,2,1,2,1,1,1,1,5,2,1,1,1,1998,2,2,4,1,1,2,1,5,-1,0,52,1,10,1,1,1,1,1,4,1,1,1,2,21
20161202886,1,3,1,1,1,0,6,2,2,2,2,1,2,2,2,1,9,2,1,3,2,2,2,2,4,3,1,1,1,3,3,1,1,2,2,1,1,1,5,2,2,2,11,2001,1,2,4,1,1,2,1,1,46,12,42,1,8,1,2,1,1,1,5,4,1,9,4,21
20161202910,1,2,2,2,1,4,4,1,1,1,1,2,2,2,2,1,3,2,1,1,2,3,2,2,3,2,2,2,1,1,5,2,2,2,2,1,2,2,7,2,2,2,2,2000,2,2,6,5,5,2,1,6,-1,0,72,1,5,1,2,4,1,2,3,1,3,10,2,41
20161202914,1,1,2,3,4,10,3,4,2,2,2,2,2,2,2,2,0,2,2,2,2,3,2,3,2,1,1,2,2,4,1,1,2,2,1,2,1,1,4,2,2,2,5,2003,1,2,3,2,1,1,4,1,44,12,47,2,5,1,1,3,2,1,3,1,3,6,3,42
20161202926,1,1,2,2,3,7,3,4,1,2,1,2,1,1,2,1,6,1,1,1,2,1,1,1,2,2,1,2,2,4,1,1,2,2,1,2,1,1,4,2,2,3,3,1999,1,2,3,1,2,2,1,1,40,12,53,1,8,1,1,1,1,0,3,3,1,10,1,21
20161202946,1,2,2,2,2,2,5,3,1,1,1,2,1,2,2,1,5,1,1,1,1,1,1,1,3,5,1,1,2,4,2,1,1,1,1,1,1,1,7,2,1,1,12,2002,1,2,4,2,1,1,1,1,40,12,41,1,10,1,1,1,1,1,4,3,1,7,3,21
20161202953,1,2,2,3,2,0,1,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,3,6,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,7,2,1,1,2,1997,1,2,3,5,5,2,3,6,-1,0,61,2,2,2,2,4,2,1,2,1,1,12,2,21
20161202958,1,3,1,3,1,10,6,1,1,1,1,2,2,1,2,2,5,1,1,4,4,4,4,4,2,10,3,2,1,4,5,2,1,1,1,2,1,1,5,2,2,3,2,1999,2,2,7,1,1,2,2,1,40,12,39,2,3,1,2,2,2,0,2,1,1,11,2,41
20161202960,1,1,2,3,3,0,5,3,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,3,5,1,2,1,3,1,2,2,2,2,1,1,1,7,2,2,1,10,1998,1,2,7,1,1,2,4,1,39,12,76,2,3,2,2,2,2,5,1,2,2,12,1,11
20161202961,1,3,1,3,4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,2,2,1,1,1,2,2,5,2,2,1,6,1998,1,2,4,2,3,1,1,1,40,12,47,1,6,1,1,1,1,1,3,3,1,12,4,33
20161202963,2,2,1,1,5,3,6,1,1,1,1,1,1,1,2,2,20,1,1,1,1,1,1,1,2,2,1,1,1,4,2,1,1,2,1,1,2,2,7,2,1,1,5,2010,2,2,4,1,1,2,1,1,40,12,42,1,8,1,2,1,1,1,3,1,1,K,4,21
20161202978,1,2,2,2,2,2,5,2,1,1,1,1,1,1,1,2,40,2,1,1,1,1,1,1,4,6,1,2,1,3,2,2,2,2,2,1,1,2,4,2,2,1,11,2001,1,2,4,2,1,1,1,1,50,12,42,1,10,1,2,1,1,1,5,1,1,8,3,21
20161202993,1,2,1,2,1,3,5,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,4,2,1,1,1,3,1,1,1,1,1,1,2,2,5,2,1,2,3,2001,1,2,4,9,2,2,3,1,46,12,50,1,8,1,2,1,1,1,5,1,2,9,4,23
20161203013,1,1,1,2,1,2,6,1,1,1,1,1,1,1,1,2,20,1,1,3,2,2,2,2,4,10,2,2,1,4,2,1,2,2,2,1,1,2,4,2,1,1,9,1997,1,2,4,2,1,1,1,1,50,12,52,1,10,1,2,1,1,1,5,1,1,12,2,21
20161203022,1,1,1,1,5,4,5,2,1,1,1,2,1,1,2,1,15,1,1,1,2,1,1,1,3,3,1,2,1,3,2,1,2,1,2,2,2,2,5,2,1,1,12,2006,2,2,5,1,1,2,1,1,55,9,40,1,9,1,2,1,1,2,5,1,2,3,3,41
20161203023,2,2,1,1,2,1,6,2,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,2,4,14,1,2,1,4,5,1,2,2,2,2,1,2,3,2,1,1,6,2001,2,2,3,2,1,1,1,1,50,12,46,1,10,2,2,1,1,0,4,1,1,9,1,21
20161203024,1,1,2,1,1,0,6,1,1,1,1,1,1,1,1,2,99,1,1,2,1,1,2,1,4,10,1,1,1,4,4,1,1,1,1,2,1,1,5,1,1,2,5,2006,2,2,3,2,1,1,1,1,29,10,44,1,8,1,1,1,1,0,5,1,1,4,4,33
20161203039,1,2,2,2,4,6,2,2,2,2,1,2,2,2,2,2,4,2,2,3,2,3,2,3,2,2,1,1,2,4,3,2,1,2,2,1,1,2,7,2,2,3,8,2003,2,2,4,6,5,2,1,1,50,12,59,1,2,1,1,4,1,1,2,1,1,7,2,32
20161203071,1,1,1,1,5,5,5,2,1,2,1,2,1,2,2,2,4,1,1,1,2,2,1,2,4,4,1,1,1,4,1,2,1,1,2,1,1,1,7,2,2,1,2,2007,2,6,3,2,1,1,1,1,40,12,39,1,10,1,2,1,1,0,5,1,1,3,4,21
20161203072,2,2,1,2,2,2,6,2,1,1,1,2,1,1,2,1,40,1,1,1,3,2,2,1,3,4,1,1,1,3,1,1,2,1,2,1,1,1,3,2,2,1,1,1998,1,2,3,1,1,2,5,1,60,12,37,1,9,1,2,1,1,0,4,4,1,12,3,21
20161203094,1,2,2,1,1,2,5,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,4,3,1,1,4,2,2,2,2,1,2,1,1,5,2,2,1,1,1999,1,6,7,2,1,1,1,1,11,12,46,1,4,1,2,1,1,4,2,2,1,11,2,21
20161203099,1,2,2,2,1,1,5,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,3,4,1,1,2,2,5,1,2,2,1,2,1,2,5,2,2,1,10,1997,1,2,5,2,1,1,1,2,50,12,44,1,8,1,2,1,1,2,5,1,1,12,1,21
20161203103,1,1,2,2,1,5,6,1,1,1,1,1,1,1,2,2,8,2,1,1,1,1,1,1,2,3,3,1,1,1,5,1,2,2,1,1,2,2,7,1,2,1,5,2000,1,2,4,1,1,2,1,5,-1,0,53,1,10,1,2,1,1,1,3,1,1,10,1,21
20161203108,1,2,2,1,1,2,4,2,1,2,1,1,1,1,2,2,6,1,1,1,1,1,1,1,3,6,1,1,1,4,2,1,1,1,1,1,1,1,5,1,1,1,10,2005,1,2,5,1,1,2,4,1,40,12,34,1,2,2,2,1,1,2,3,1,1,4,2,41
20161203112,1,1,2,3,3,10,3,3,2,2,1,2,2,2,2,1,4,1,1,2,1,1,2,1,3,8,2,2,1,4,3,2,1,2,1,2,2,2,0,2,2,2,7,2000,2,2,3,1,1,2,1,1,24,12,40,1,3,1,1,1,1,0,2,1,1,10,3,43
20161203158,1,1,2,2,1,4,5,1,1,2,2,2,2,1,2,2,10,2,1,1,1,1,1,2,3,12,1,1,2,2,5,1,1,1,2,1,1,1,6,2,2,1,7,1999,2,2,5,1,1,2,1,2,20,12,52,1,10,1,2,1,1,2,4,1,1,10,1,22
20161203178,1,2,2,3,4,15,4,4,2,2,1,2,2,2,2,1,3,1,1,4,2,2,2,1,3,5,1,2,1,3,1,2,2,2,1,2,1,2,0,2,2,1,6,1998,1,2,2,5,5,2,2,6,-1,0,90,2,2,1,2,4,2,0,1,1,2,12,3,21
20161203205,2,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,4,10,1,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,11,2002,2,2,5,1,1,2,1,1,50,12,47,1,10,1,2,1,1,1,5,4,1,7,1,21
20161203208,1,1,2,2,1,2,5,2,1,2,1,2,1,2,2,2,5,2,1,1,2,1,1,2,3,2,1,1,2,3,1,1,2,1,2,1,2,2,1,2,2,2,2,2000,2,2,4,1,1,2,1,1,26,9,52,1,7,1,2,1,1,1,3,1,1,10,4,23
20161203222,1,2,2,2,1,5,5,3,1,1,1,2,1,1,2,2,6,1,1,2,4,2,3,3,3,3,1,1,3,3,2,1,2,1,2,1,1,1,6,1,2,1,1,2006,2,2,2,1,1,2,5,1,30,12,31,2,2,2,2,2,2,0,4,3,1,4,2,32
20161203236,1,1,2,2,5,12,2,4,2,2,1,2,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,2,2,2,1,2,2,6,1,2,4,6,2007,1,2,5,1,1,2,1,1,40,12,33,1,4,2,1,1,1,2,2,1,1,3,3,22
20161203238,1,3,2,1,5,2,6,2,1,1,1,2,1,1,2,1,20,1,1,1,1,1,1,1,3,2,1,1,1,4,3,1,1,1,1,1,2,1,7,1,1,1,1,2010,1,2,3,1,1,2,1,1,45,12,28,1,9,1,2,1,1,0,3,3,1,K,4,21
20161203265,1,3,2,3,2,10,5,2,1,2,2,2,2,1,2,2,4,2,1,3,1,2,2,2,3,8,1,1,2,1,5,2,2,2,2,2,1,2,4,2,2,3,3,1999,2,2,4,1,1,2,1,1,23,6,49,1,7,1,2,1,1,1,5,1,1,11,4,22
20161203279,1,2,2,2,1,5,6,2,1,2,1,1,1,1,2,1,4,1,1,1,1,1,2,2,3,3,1,1,1,2,5,2,2,2,2,2,1,1,2,2,2,1,2,1998,2,2,3,5,5,2,1,1,7,10,62,1,6,3,2,4,1,0,3,2,1,12,1,21
20161203303,1,3,1,2,2,4,6,3,1,1,1,1,1,2,2,1,10,1,1,2,2,2,2,2,4,2,1,2,1,4,4,1,1,1,1,1,1,1,7,2,1,2,10,2008,1,5,4,1,1,2,5,5,-1,0,40,1,4,2,2,1,1,1,2,3,1,1,4,21
20161203366,1,2,1,2,1,2,5,1,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,3,4,15,1,1,1,1,5,2,2,2,2,2,1,2,0,2,2,2,1,2005,1,2,6,1,1,2,1,2,5,12,53,1,8,1,2,1,1,3,4,4,1,11,2,41
20161203373,1,1,1,1,2,4,5,2,1,1,1,2,1,1,2,2,30,1,1,1,1,1,2,1,4,3,1,2,1,4,4,2,1,2,2,1,2,2,5,1,2,2,5,2008,1,2,4,1,1,2,1,1,20,12,41,1,9,1,2,1,1,1,5,1,1,2,3,22
20161203383,2,3,2,2,2,4,6,2,1,1,1,1,1,1,2,2,15,2,1,1,2,1,1,1,4,24,2,2,1,4,4,1,1,2,1,1,1,1,7,1,1,2,10,2005,1,2,2,1,1,2,5,1,19,12,32,2,2,1,2,2,2,0,3,3,1,4,2,21
20161203424,1,1,2,2,2,25,6,2,1,1,1,1,1,1,1,1,30,1,1,1,1,1,1,1,4,10,2,2,2,4,4,1,2,2,2,2,1,2,4,1,1,2,4,2004,2,2,3,1,1,2,2,6,-1,0,46,2,9,1,2,2,2,1,5,1,1,6,4,21
20161203440,1,1,1,2,5,4,6,3,1,2,1,1,1,1,2,2,4,1,1,1,1,1,1,1,4,10,2,2,1,4,3,2,2,2,1,1,1,1,4,1,2,1,2,2002,1,2,4,1,1,2,1,2,10,1,46,1,9,2,2,1,1,1,5,3,1,8,4,12
20161203441,1,3,1,2,1,5,5,2,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,4,5,1,1,1,4,2,1,2,2,1,1,1,2,7,2,2,1,9,2007,1,2,4,1,1,2,1,1,40,12,36,1,8,1,2,1,1,1,4,1,1,2,4,21
20161203453,1,2,2,1,1,5,5,2,1,1,1,1,1,1,1,2,10,1,1,1,1,1,1,1,3,1,1,2,1,3,5,1,1,1,2,1,1,2,7,2,2,1,8,2007,1,2,5,1,1,2,1,5,-1,5,54,1,7,1,2,1,1,2,4,4,1,2,2,11
20161203457,1,3,2,1,2,5,6,3,1,2,1,2,1,2,2,2,3,1,1,1,2,1,1,1,2,5,1,1,1,4,3,1,1,2,2,2,1,1,4,2,2,4,7,2004,2,2,4,2,1,1,1,6,-1,0,43,1,8,1,2,1,1,1,4,3,1,6,4,11
20161203458,1,1,2,2,1,0,5,1,1,1,1,1,1,1,1,2,12,2,1,1,1,2,2,1,2,1,3,1,1,3,1,1,2,1,2,1,1,2,6,1,1,1,5,2005,2,2,3,1,1,2,1,1,28,9,41,1,8,1,2,1,1,0,4,1,1,5,3,21
20161203481,1,2,2,1,1,2,6,2,1,1,1,2,2,1,2,2,6,1,1,1,1,1,1,1,4,15,1,2,1,3,3,1,2,2,1,1,1,1,7,1,2,1,5,2000,2,2,4,1,1,2,1,1,40,12,51,1,10,1,2,1,1,1,5,1,1,10,1,21
20161203483,1,1,2,2,1,3,5,1,1,2,1,2,1,1,2,1,10,2,1,2,1,1,2,2,4,10,1,1,2,3,2,1,1,2,1,1,1,2,3,2,2,2,11,2001,2,2,3,1,1,2,3,1,40,12,46,2,5,1,2,2,2,1,3,1,1,8,3,42
20161203487,2,3,1,2,2,2,5,2,1,2,1,1,1,1,2,1,10,2,1,1,2,1,1,1,4,15,2,2,1,3,5,2,1,2,2,2,1,1,0,2,2,1,7,1998,2,2,5,1,1,2,1,2,10,12,49,1,10,1,2,1,1,2,5,1,1,11,4,41
20161203491,1,3,2,2,1,1,6,3,2,2,1,1,1,2,2,2,3,2,1,2,2,3,1,2,4,5,3,1,1,3,2,2,2,2,2,1,1,1,3,2,1,1,6,2004,1,6,3,2,1,1,1,2,40,12,45,1,10,1,2,1,1,0,5,4,1,6,1,21
20161203507,1,2,2,2,5,10,6,1,1,1,1,2,1,1,2,2,10,1,1,1,1,2,3,2,3,2,1,1,2,4,1,1,2,2,2,1,1,2,5,1,1,1,11,2006,1,2,4,2,1,1,1,1,60,12,44,1,10,1,2,1,1,1,5,1,1,3,4,21
20161203510,1,1,2,1,5,1,5,2,1,1,1,2,1,1,2,2,5,1,1,1,1,2,2,1,6,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,0,2,1,2,4,2008,1,2,3,1,1,2,1,1,40,12,38,1,8,1,2,1,1,0,4,1,1,2,3,13
20161203522,1,2,1,1,5,5,6,1,1,1,1,1,1,1,2,2,4,1,1,2,2,2,2,2,4,11,1,2,1,4,4,1,1,1,1,1,1,1,5,2,2,1,6,2007,2,5,6,1,1,2,1,1,40,12,34,1,8,1,2,1,1,2,3,3,1,3,1,21
20161203525,2,2,1,1,2,7,5,2,2,2,1,2,2,1,2,2,2,2,1,3,3,3,1,1,3,5,3,1,1,4,3,2,1,2,1,2,2,2,7,2,1,1,1,2007,2,2,5,2,1,1,1,3,-1,10,62,1,9,1,2,1,1,1,5,3,2,4,1,21
20161203540,1,1,1,2,1,0,5,2,1,1,1,1,1,1,2,2,5,2,1,1,1,1,1,1,2,2,1,1,1,4,2,2,2,1,1,1,1,2,4,1,2,1,4,2007,1,2,3,2,1,1,1,1,45,10,48,1,5,1,1,1,1,0,2,1,1,3,3,12
20161203543,1,1,2,1,1,3,6,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,5,-1,-1,-1,-1,-1,-1,1,1,2,2,1,2,2,5,2,1,1,4,2002,2,2,5,2,1,1,1,7,-1,0,54,1,8,1,2,1,1,2,4,4,1,8,3,21
20161203564,1,3,2,2,2,13,2,3,2,2,2,2,1,2,2,2,5,1,2,1,1,1,1,1,4,1,1,1,1,4,4,2,2,1,1,2,1,2,7,2,2,1,6,2010,1,2,3,1,1,2,1,7,-1,0,31,2,3,2,1,2,2,1,1,3,2,K,4,12
20161203572,1,2,2,2,5,6,5,2,1,1,1,1,1,1,2,1,10,1,1,1,1,1,2,2,2,1,1,1,1,4,1,1,1,1,1,1,2,2,7,2,1,1,1,2007,1,2,3,2,1,1,1,1,45,12,41,1,10,1,2,1,1,0,4,1,1,3,3,41
20161203591,2,2,1,1,1,5,6,1,1,1,1,2,1,1,1,2,9,1,1,1,2,1,1,2,4,20,1,1,1,4,2,1,2,1,2,1,1,1,3,1,1,1,12,1999,1,2,7,1,1,2,1,1,60,12,50,1,7,1,2,1,1,4,5,1,1,9,3,11
20161203610,1,2,1,2,2,3,6,4,1,1,1,1,1,1,2,1,5,1,2,2,3,2,2,3,2,2,2,2,1,3,2,1,1,1,1,1,1,1,6,1,2,3,3,2009,1,2,2,1,1,2,5,7,-1,0,27,2,2,2,1,2,2,0,3,1,3,1,1,32
20161203620,1,3,2,2,1,8,5,1,1,1,1,2,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,2,2,2,2,4,2,1,2,5,2004,2,2,4,2,1,1,1,1,39,12,48,1,10,1,1,1,1,1,5,1,1,6,1,21
20161203637,1,1,2,2,1,2,6,2,1,1,1,2,2,1,1,2,5,1,1,2,2,2,1,2,3,10,2,2,1,3,2,2,1,1,2,1,2,1,2,2,1,2,4,2001,2,2,4,2,1,1,1,1,60,12,46,1,9,1,2,1,1,1,5,1,1,9,2,21
20161203647,1,3,1,2,2,1,5,3,1,2,1,2,2,2,2,2,3,2,2,2,2,1,1,4,3,8,1,1,1,2,2,1,2,2,1,1,1,1,6,1,2,2,10,2000,1,2,3,1,1,1,1,1,40,12,50,1,9,1,2,1,1,0,4,4,1,10,4,41
20161203692,1,2,1,1,5,2,4,3,1,1,1,2,1,1,2,1,12,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,2,1,1,1,1,2010,2,2,3,1,2,2,3,1,40,12,40,1,3,1,2,2,1,0,3,1,1,K,1,21
20161203694,1,1,1,4,2,3,6,2,1,1,2,1,1,1,2,1,30,2,1,1,1,1,1,1,3,1,1,1,1,4,2,2,1,2,1,2,1,1,7,1,2,3,3,2003,2,3,4,1,1,2,3,7,-1,4,39,2,1,1,2,2,2,1,1,3,3,6,4,21
20161203697,1,2,2,2,2,3,6,3,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,4,5,1,1,1,4,4,1,1,2,1,1,2,2,7,2,2,2,6,2008,2,2,6,1,1,2,5,1,40,12,33,2,9,2,2,2,2,1,3,1,1,2,1,21
20161203717,1,2,2,1,2,3,6,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,4,10,1,1,1,4,1,1,2,1,1,1,1,1,5,2,2,1,1,2004,2,3,5,2,1,1,1,1,40,12,43,1,5,1,2,1,1,2,1,3,1,6,3,21
20161203723,1,1,1,1,2,1,6,2,1,1,1,2,1,2,2,2,6,2,1,2,2,2,1,3,3,5,1,1,1,3,2,1,1,1,1,1,1,1,3,2,2,2,2,2003,2,2,5,2,1,1,1,7,-1,0,48,1,8,1,2,1,1,2,5,2,1,7,2,11
20161203739,2,3,2,2,2,5,4,1,1,2,1,2,2,1,2,2,4,1,1,1,1,1,1,1,3,2,1,1,1,4,1,1,2,2,1,1,1,1,5,2,2,1,11,1998,1,2,3,1,1,2,1,1,40,12,38,1,8,2,2,1,1,0,3,1,1,12,2,21
20161203751,1,1,2,2,1,0,6,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,4,12,2,2,1,4,3,2,1,1,2,1,1,1,6,1,2,2,9,2003,2,4,4,1,1,2,1,2,40,12,43,1,7,1,2,1,1,1,3,4,1,7,4,11
20161203765,1,1,2,2,5,4,6,1,1,2,1,2,1,1,2,2,6,2,2,2,2,2,3,3,3,3,1,1,1,4,2,1,2,1,1,1,2,1,4,1,2,1,10,2006,1,2,5,2,1,1,1,1,40,12,49,1,10,2,2,1,1,2,5,1,1,4,4,21
20161203778,1,2,2,1,2,5,5,1,1,1,1,1,1,1,2,1,4,1,1,1,1,2,1,1,3,7,1,1,1,4,3,1,1,1,1,1,1,1,2,2,2,1,11,2003,1,2,4,2,1,1,1,1,45,12,49,1,8,1,2,1,1,1,4,1,1,6,2,21
20161203784,1,3,2,2,5,0,5,1,1,1,1,1,1,1,1,2,5,2,1,1,1,1,2,2,3,1,1,1,1,4,3,1,2,1,1,1,1,2,5,1,2,1,9,2010,1,3,3,1,1,2,5,5,-1,0,26,1,1,2,2,1,1,0,1,1,1,K,4,11
20161203811,1,3,2,3,1,5,6,1,1,2,1,2,1,1,2,2,12,2,1,2,2,2,3,2,4,10,1,2,1,2,2,2,2,2,2,2,1,2,5,2,2,1,1,2002,2,2,3,1,1,2,5,1,40,12,34,1,10,1,2,1,1,0,4,1,1,8,3,21
20161203828,1,3,2,1,2,3,5,1,1,2,1,1,1,1,2,1,8,1,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,1,7,1,2,1,6,1999,2,2,4,1,1,2,1,5,-1,0,51,1,8,1,2,1,1,1,2,3,4,12,2,11
20161203852,2,2,1,1,1,2,6,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,2,1,1,5,2009,2,2,3,1,1,2,1,1,40,12,40,1,10,1,2,1,1,0,5,2,1,1,1,11
20161203868,1,2,2,3,3,2,5,4,1,2,1,2,2,1,2,2,2,1,1,3,3,3,2,2,2,1,3,1,1,2,5,1,1,2,2,1,1,2,7,2,2,1,12,1998,1,2,5,2,1,1,1,1,45,10,40,1,9,1,2,1,1,2,5,1,1,11,2,21
20161203881,1,2,2,1,2,4,6,1,1,1,1,1,1,1,1,1,75,1,1,2,1,2,2,2,4,4,2,2,1,3,1,1,1,1,1,1,1,1,7,1,1,1,6,2000,1,2,3,2,1,1,1,1,40,12,38,1,6,1,1,1,1,0,3,1,1,10,2,41
20161203892,1,1,2,2,1,1,6,1,1,2,1,2,1,1,2,2,10,2,1,1,1,1,1,1,4,8,2,1,1,2,1,1,2,1,2,1,2,2,4,2,2,1,6,2000,1,2,5,2,1,1,1,1,50,10,46,1,9,1,2,1,1,2,5,1,1,10,3,41
20161203934,1,3,2,1,5,0,4,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,1,5,1,1,2,2,1,2,2,5,2,2,2,6,2009,1,2,5,5,1,2,3,1,40,12,32,2,1,1,2,2,2,1,3,1,1,K,2,23
20161203945,1,3,1,2,3,0,5,3,1,2,1,2,1,1,2,1,3,1,1,2,3,2,2,2,2,2,1,2,1,4,3,2,2,2,2,1,1,2,5,2,2,2,8,2008,1,2,3,1,1,2,3,1,40,12,41,2,6,1,2,2,2,1,4,3,1,2,2,12
