BASMID,EDCPUB,SPUBCHOIX,SCONSIDR,SEENJOY,SEGRADES,SEABSNT,SEFUTUREX,SEGRADEQ,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,HDHEALTH,CDOBMM,CDOBYY,CSEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1MTHSWRK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,DSBLTY,HHPARN16X,HHPARN16_BRD,NUMSIBSX,PARGRADEX,RACEETHN,INTACC,ALLGRADEX,CENREG,ZIPLOCL
20161038448,1,1,1,1,5,4,5,2,1,1,1,2,1,1,1,2,16,1,1,2,1,2,1,2,3,3,1,1,2,4,3,1,1,1,2,1,1,2,2,1,2,1,2,2007,2,2,5,1,1,2,1,1,36,12,35,1,5,1,2,1,1,2,4,4,1,4,4,11
20161038505,1,2,2,1,1,0,5,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,4,5,1,1,1,4,4,1,1,1,1,1,1,1,7,1,1,1,6,2004,2,2,3,1,1,2,1,1,40,10,42,1,8,1,2,1,1,0,5,1,1,7,2,42
20161038549,1,2,2,1,1,0,6,2,1,2,1,1,1,2,2,2,6,1,1,3,1,1,2,2,3,12,2,2,1,2,5,2,2,2,2,2,1,1,3,2,1,2,10,1998,1,2,4,1,1,2,1,1,40,4,16,1,7,1,2,1,1,1,4,2,1,12,2,21
20161038553,1,3,2,2,1,3,6,1,1,2,2,2,1,1,2,2,3,1,1,1,1,1,1,1,4,4,3,3,1,4,1,2,2,1,2,2,2,2,7,2,2,2,4,2010,1,2,4,1,1,2,5,1,40,12,44,1,9,1,2,2,1,0,4,4,1,K,1,11
20161038561,1,3,2,1,1,0,5,1,1,2,1,1,1,1,2,2,4,2,1,1,1,1,1,2,3,8,1,1,1,4,3,1,2,2,1,1,1,1,5,1,1,2,9,2003,1,2,4,2,1,1,1,1,40,12,50,1,8,1,2,1,1,1,4,4,1,6,2,21
20161038567,1,1,2,3,2,6,6,3,2,2,1,1,1,2,2,2,1,2,2,3,3,3,3,3,1,1,3,1,1,3,1,1,1,2,1,2,2,1,7,2,2,4,3,2001,2,2,8,1,1,2,5,1,40,12,48,1,8,1,1,2,1,4,4,3,1,10,2,32
20161038580,1,1,2,2,2,5,4,3,1,2,1,2,1,2,2,2,4,1,1,2,2,2,2,1,4,6,2,2,2,3,3,1,2,2,2,1,1,1,5,1,2,3,9,2002,2,2,4,1,1,2,5,1,40,12,35,2,9,1,1,2,2,0,3,4,1,7,3,41
20161038596,1,1,2,2,2,1,5,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,3,4,1,1,1,3,1,1,2,2,2,2,1,2,4,2,2,2,3,2000,1,2,3,1,1,2,1,1,40,12,50,1,9,1,2,1,1,0,5,1,1,10,3,12
20161038611,1,3,1,1,5,2,6,2,1,1,1,1,1,1,1,2,20,2,1,1,1,1,1,1,3,3,1,1,1,3,2,1,1,1,1,1,1,1,7,1,2,2,11,2006,2,2,4,1,1,2,1,1,25,12,41,1,10,1,2,1,1,1,5,4,1,3,1,21
20161038622,1,2,2,1,1,2,5,2,1,1,1,1,1,2,2,2,7,1,1,1,2,1,2,2,3,6,1,1,1,4,2,2,2,2,2,1,1,2,7,1,2,1,8,2004,2,2,4,2,1,1,1,2,40,12,41,1,10,1,2,1,1,1,5,1,1,7,4,21
20161038631,1,2,2,4,1,3,6,1,1,2,1,2,2,1,2,2,4,1,1,3,2,2,4,3,2,3,1,3,1,4,2,1,1,2,1,1,1,1,7,2,1,1,5,2003,2,2,3,6,5,1,1,1,40,12,50,1,8,1,2,4,1,0,3,4,1,7,3,21
20161038649,1,2,2,2,1,12,5,3,1,1,1,1,1,1,1,2,15,1,1,1,1,2,1,1,3,3,1,2,1,4,2,1,1,1,2,1,1,2,4,1,2,4,10,2004,2,2,4,1,1,2,1,5,-1,0,42,1,10,1,2,1,1,1,4,1,1,5,3,21
20161038657,1,2,2,1,1,4,6,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,3,3,1,1,1,3,1,2,1,2,2,1,1,2,5,2,2,1,8,2004,1,2,5,1,1,2,1,5,-1,1,45,1,10,1,1,1,1,2,5,1,1,5,1,21
20161038670,1,2,2,2,2,10,5,2,1,2,1,2,1,2,2,2,5,1,1,1,1,1,1,1,2,4,1,2,1,4,2,2,1,1,2,2,1,2,4,1,2,1,6,2004,1,2,4,1,1,2,3,2,20,6,42,2,2,1,2,2,2,2,3,1,1,6,2,22
20161038685,1,1,2,1,5,6,6,2,1,1,1,2,1,1,2,2,10,2,1,2,2,2,4,2,3,4,3,1,1,4,3,1,1,1,2,1,2,1,7,1,1,2,4,2009,1,2,6,1,1,2,1,4,-1,0,43,1,9,2,2,1,1,3,5,4,1,1,2,22
20161038692,1,2,2,2,2,4,5,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,3,4,1,1,1,3,2,2,2,2,1,2,2,1,4,2,1,1,3,1999,2,2,4,1,1,2,3,1,40,12,48,2,9,1,2,2,2,1,4,1,1,11,1,23
20161038695,1,2,2,1,1,1,6,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,4,12,1,1,1,3,2,2,2,2,2,2,1,2,4,1,2,1,6,2003,1,6,4,2,1,1,1,1,40,12,40,1,9,1,2,1,1,1,4,4,1,7,2,21
20161038702,1,1,1,1,1,4,5,1,1,1,1,2,1,1,2,1,8,1,1,1,1,1,2,3,4,10,1,1,1,3,2,1,2,2,2,2,1,2,7,1,1,1,11,1999,2,2,5,1,1,2,1,1,35,9,54,1,8,1,2,1,1,2,5,1,2,10,4,13
20161038723,1,3,1,3,3,3,3,4,1,2,1,2,2,2,2,2,4,1,1,3,2,2,2,2,2,2,1,1,2,3,2,1,2,2,1,1,2,1,3,2,2,1,8,1999,1,2,4,2,1,1,1,1,48,12,54,1,10,1,2,1,1,1,5,1,1,10,1,31
20161038725,2,3,2,1,1,0,5,2,1,1,1,1,1,1,2,2,4,1,1,1,2,2,1,1,4,15,2,2,1,4,3,1,2,2,1,2,1,1,6,2,1,2,10,2002,2,2,3,1,1,2,1,1,40,12,45,1,9,1,2,1,1,0,3,1,1,8,2,21
20161038747,1,3,2,1,1,0,5,2,1,2,1,2,1,1,2,2,3,2,1,1,2,1,1,1,3,2,1,1,1,4,4,2,2,1,2,1,1,2,3,2,1,1,3,2007,2,2,3,1,1,2,1,1,40,12,41,1,10,1,2,1,1,0,3,1,1,3,2,31
20161038768,1,1,1,1,1,3,6,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,4,7,2,2,1,4,2,1,1,1,1,1,1,1,7,2,1,1,10,2005,2,2,6,1,1,2,1,2,35,12,42,1,10,1,2,1,1,2,4,1,1,4,1,21
20161038772,1,2,2,2,2,0,5,3,1,2,1,1,1,1,1,1,10,2,1,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,2,2,1,1,1,2,2,5,2,2,1,5,2001,1,2,3,2,1,1,3,1,40,12,43,2,6,1,2,3,2,1,4,1,1,9,3,21
20161038792,1,1,1,1,5,1,6,1,1,1,1,2,1,1,2,2,7,1,1,1,1,1,1,1,4,2,1,1,1,4,3,2,1,1,1,1,2,2,6,1,1,1,9,2008,2,2,3,1,1,2,1,1,32,12,41,1,9,1,2,1,1,0,5,1,1,2,4,11
20161038823,1,2,1,4,3,14,3,3,2,2,1,2,1,2,2,1,3,2,1,2,2,2,2,2,3,5,2,2,1,3,3,1,1,1,1,2,1,1,3,2,1,2,6,2000,1,2,3,2,1,1,1,7,-1,0,45,1,5,1,1,1,1,0,3,1,1,9,1,21
20161038844,1,2,2,3,4,6,2,4,1,2,1,2,1,1,2,1,15,1,1,2,2,3,2,2,5,-1,-1,-1,-1,-1,-1,1,2,2,1,1,1,1,7,2,1,1,2,2001,1,2,5,1,1,2,1,5,-1,4,34,1,4,2,2,1,1,2,3,1,1,9,2,43
20161038847,2,1,1,1,2,3,6,2,1,1,1,1,1,1,2,1,8,1,1,1,1,1,1,1,4,10,1,1,1,3,1,1,2,2,1,1,1,1,7,1,1,2,8,1999,1,2,4,2,1,1,1,1,40,12,54,1,9,1,2,1,1,1,5,1,1,10,4,12
20161038858,1,2,2,2,1,4,6,1,1,2,1,2,2,1,2,2,5,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,4,2,2,1,9,2011,1,2,6,1,1,2,1,1,30,12,51,1,10,1,2,1,1,3,5,1,1,8,3,21
20161038860,1,2,2,2,5,2,6,2,1,1,2,2,1,1,2,2,3,1,1,1,1,1,1,1,3,6,1,1,3,4,4,1,1,2,1,1,2,1,7,1,1,1,8,2010,2,2,4,2,1,1,1,1,40,12,46,1,9,3,2,1,1,1,5,4,1,K,3,21
20161038895,1,2,2,2,2,3,4,3,2,2,2,1,1,1,1,2,5,1,2,1,2,2,2,2,3,4,1,2,1,3,3,1,2,2,1,1,2,1,4,2,2,2,3,2002,2,2,5,2,2,1,2,7,-1,0,66,2,5,2,1,3,2,3,2,4,1,8,4,21
20161038901,1,2,2,2,1,2,6,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,3,9,1,2,1,3,1,1,1,1,1,2,1,1,6,2,1,1,6,2000,2,2,2,1,1,2,5,1,40,12,47,2,6,1,2,2,2,0,5,1,1,10,3,13
20161038913,1,2,1,1,1,1,6,1,1,2,1,2,2,1,2,2,15,1,1,2,2,2,2,3,4,21,2,1,1,4,3,1,2,2,2,1,1,1,3,2,1,1,3,2001,2,2,3,1,1,2,5,1,40,9,43,2,8,1,2,2,2,1,5,4,1,9,4,11
20161038933,1,3,2,2,2,8,5,2,1,2,1,2,1,2,2,2,3,1,1,1,1,1,1,2,2,6,1,1,1,4,2,2,2,1,2,2,1,2,7,1,2,2,11,2007,1,2,4,2,1,1,1,1,50,12,35,1,10,1,1,1,1,1,4,1,1,2,2,22
20161038949,1,3,2,3,3,7,5,3,1,1,1,2,1,2,2,2,6,1,1,2,3,2,2,3,4,6,1,2,1,2,1,2,2,2,2,2,1,2,5,2,2,2,3,2002,2,2,4,1,1,2,1,1,20,12,49,1,8,1,2,1,1,1,4,1,1,8,1,41
20161038955,1,2,2,2,1,0,6,2,1,1,1,1,1,1,2,2,6,2,1,2,1,3,2,2,3,1,1,1,1,4,2,2,1,2,1,1,2,2,3,1,2,1,8,2005,1,2,4,2,1,1,1,1,50,12,44,1,9,1,2,1,1,1,4,1,1,4,4,33
20161038956,1,3,2,2,2,4,6,3,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,3,4,10,1,1,1,3,3,2,1,1,2,1,1,1,4,1,2,3,1,2004,1,2,3,1,1,2,3,2,50,6,42,2,2,2,2,2,2,1,3,3,1,6,4,12
20161038958,1,2,2,1,1,9,6,2,1,2,1,2,1,1,2,2,4,1,1,1,1,1,1,1,2,3,1,1,1,1,5,1,1,1,1,1,1,1,7,2,1,2,1,2007,2,2,7,1,1,2,2,2,60,12,51,2,3,1,1,2,2,4,3,1,1,3,4,21
20161038962,2,3,2,3,2,2,6,4,1,2,1,1,1,1,2,2,8,1,1,3,3,3,2,4,4,5,1,1,1,4,3,1,1,1,1,1,1,1,7,1,1,1,1,2006,1,2,5,1,1,2,1,1,40,12,41,1,9,1,2,1,1,2,5,1,1,4,1,11
20161038986,1,1,2,2,1,5,6,2,1,2,1,2,2,2,2,1,4,2,2,1,2,2,2,3,2,4,3,1,1,1,5,2,2,1,2,1,2,1,0,2,2,1,3,2000,2,2,3,7,1,1,3,2,30,12,44,1,4,1,2,3,1,0,3,1,1,10,4,12
20161039019,1,2,2,1,1,1,6,3,1,2,1,1,1,2,2,2,5,2,1,2,2,2,1,2,3,12,2,2,1,4,3,2,2,2,2,2,2,2,5,2,2,2,7,2006,2,2,4,1,1,2,1,1,37,10,44,1,4,2,1,1,1,1,3,2,3,4,2,13
20161039024,2,1,2,1,5,6,6,2,1,2,1,2,1,1,2,2,6,1,1,2,2,2,2,2,1,2,1,1,3,4,1,1,1,1,1,1,1,1,2,2,2,2,3,2008,2,5,2,3,6,2,5,1,40,12,58,2,6,1,2,4,2,0,3,2,1,2,1,11
20161039027,1,2,2,2,1,3,6,2,1,1,1,2,1,1,1,2,10,1,1,2,2,1,1,1,4,5,1,1,1,3,1,1,2,2,1,1,1,1,4,1,2,1,4,1999,1,2,5,1,1,2,1,1,36,12,50,1,10,1,2,1,1,2,5,1,1,11,1,13
20161039035,2,2,1,2,2,2,5,3,1,1,1,2,1,1,2,2,8,1,1,1,2,1,1,2,3,4,1,1,1,4,2,1,1,1,1,1,1,2,7,1,1,1,9,2006,1,2,4,1,1,2,5,1,40,10,51,2,10,1,2,2,2,0,4,3,1,4,4,22
20161039051,1,3,2,3,2,3,4,3,1,2,1,2,1,1,2,2,5,1,1,1,2,1,1,2,2,2,1,1,1,3,2,2,1,2,1,1,1,2,4,2,2,4,10,2005,1,2,5,1,1,2,1,1,40,12,36,1,8,1,2,1,1,2,3,1,1,4,2,41
20161039057,1,2,2,1,1,2,6,2,1,1,1,1,2,1,2,1,10,1,1,1,1,1,1,1,4,15,1,1,1,3,5,1,2,2,2,2,1,2,3,2,2,2,5,1998,2,2,2,1,1,2,3,1,30,12,49,2,6,1,2,2,2,0,5,1,1,12,2,21
20161039073,1,2,2,3,1,3,4,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,2,2,2,1,2,2,2,5,2,2,1,8,1998,1,2,4,1,1,2,1,1,35,12,47,2,7,1,2,2,2,1,2,1,1,11,3,43
20161039075,1,2,2,2,2,0,3,3,1,2,1,1,1,2,2,1,4,1,1,2,2,2,1,2,3,5,1,1,1,3,2,1,2,2,2,1,1,2,3,2,2,2,8,2000,2,2,7,2,2,1,1,1,45,12,48,1,9,1,1,1,1,4,4,3,1,9,3,41
20161039079,1,3,2,3,1,13,4,2,1,2,1,1,2,1,2,1,10,1,1,2,2,2,2,3,3,16,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,9,1997,2,2,3,5,5,2,1,6,-1,6,62,2,2,1,2,4,2,0,3,1,1,12,2,42
20161039087,1,2,1,2,2,2,5,2,1,2,1,2,1,1,2,1,10,1,1,4,2,4,2,2,3,4,1,2,1,4,3,1,1,1,1,1,1,2,7,2,2,1,12,2006,2,2,5,5,5,2,1,1,40,12,50,1,9,1,2,4,1,0,3,4,1,4,2,32
20161039128,2,1,1,1,1,2,6,1,1,1,1,1,1,1,2,1,10,1,1,1,1,1,2,2,4,10,1,2,1,3,1,1,2,2,1,1,2,2,3,2,1,2,3,2001,2,2,3,1,1,2,3,1,40,12,52,2,8,1,2,2,2,1,5,3,1,9,4,11
20161039142,1,2,2,1,1,6,5,1,1,2,1,2,1,1,2,2,10,2,1,1,1,1,1,2,1,0,1,1,1,3,1,2,2,2,2,1,2,1,7,2,1,2,9,2004,1,2,5,1,1,2,1,1,40,12,38,1,10,1,2,1,1,2,2,1,1,5,2,33
20161039143,1,2,2,1,1,2,5,1,1,2,1,1,1,1,2,2,10,1,1,1,1,2,1,1,3,3,3,1,1,4,3,1,1,1,2,1,2,1,7,1,2,1,12,2005,2,2,4,2,1,1,1,1,50,12,52,1,7,1,2,1,1,1,2,3,3,4,2,21
20161039190,1,2,1,2,5,5,2,3,1,2,1,2,1,2,2,2,5,2,1,2,1,2,2,1,6,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,4,2,2,3,1,1997,1,1,4,1,1,2,1,6,-1,0,53,1,6,1,1,1,1,1,3,1,1,12,2,22
20161039208,1,2,2,3,1,2,6,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,3,4,10,2,2,1,3,1,1,2,1,2,1,1,1,7,2,1,2,6,1999,1,2,4,2,1,1,1,1,45,12,44,1,10,1,2,1,1,1,4,1,1,11,2,11
20161039217,1,3,2,2,1,2,5,2,1,2,1,2,2,1,2,2,16,1,1,1,1,1,1,1,3,3,1,1,1,4,1,2,2,2,2,2,2,2,5,2,2,2,10,2002,1,2,5,2,1,1,1,1,50,12,50,1,9,1,2,1,1,1,3,4,3,7,2,42
20161039226,1,1,1,1,2,4,3,3,1,2,1,1,1,2,2,2,5,1,1,2,1,2,2,2,6,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,1,7,1,1,2,1,2005,1,2,6,9,1,2,1,7,-1,12,51,1,3,2,1,1,1,1,3,1,3,5,3,11
20161039245,1,2,2,2,2,2,5,3,1,2,1,1,2,1,2,1,10,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,1,1,1,1,3,2,2,1,12,2000,1,2,4,1,1,2,1,1,40,12,37,1,8,1,1,1,1,1,3,3,1,10,2,11
20161039267,2,3,2,1,5,5,6,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,1,2,0,2,2,1,6,2010,2,2,3,1,1,2,1,1,45,12,39,1,10,1,2,1,1,0,4,1,1,K,3,21
20161039268,1,2,2,1,1,2,6,1,1,1,1,1,1,1,1,2,30,1,1,1,2,1,1,2,4,18,2,2,1,1,5,1,2,2,2,1,1,1,1,1,2,1,1,2001,2,2,5,1,1,2,1,5,-1,0,55,1,10,1,2,1,1,2,5,3,1,9,1,21
20161039353,1,1,1,4,4,18,4,3,1,2,1,2,1,2,2,1,7,1,1,4,3,4,4,3,2,6,3,1,1,3,1,2,2,2,1,2,1,1,1,2,2,5,6,2000,2,2,3,1,1,2,3,1,65,12,36,2,5,2,1,2,2,0,3,1,1,10,3,21
20161039449,1,1,1,2,1,1,5,3,1,1,1,2,1,1,2,1,6,1,1,3,2,1,3,3,4,30,2,2,1,3,4,1,2,2,2,2,1,1,3,2,2,1,10,2001,2,2,6,1,1,2,1,1,60,12,36,1,10,1,1,1,1,3,3,4,1,9,4,12
20161039476,1,2,2,2,5,2,5,3,1,1,1,2,1,2,2,2,4,1,1,1,1,1,1,2,3,4,1,1,1,4,3,2,1,1,2,1,2,2,3,2,2,1,1,2007,1,2,4,2,1,1,3,1,50,10,39,2,7,1,2,3,2,2,5,1,1,3,4,22
20161039484,2,3,2,2,2,0,5,2,1,1,1,2,2,1,2,1,6,1,1,2,1,1,2,2,1,1,1,2,1,4,1,1,1,1,1,2,1,2,6,2,2,1,9,1997,1,2,3,2,1,1,1,1,45,12,57,1,9,1,2,1,1,0,3,1,1,12,2,11
20161039489,1,1,1,2,3,1,4,3,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,2,1,1,1,1,1,3,2,2,1,6,1999,1,1,3,1,1,2,1,1,40,12,43,1,8,1,2,1,1,0,3,1,1,11,4,31
20161039511,1,3,2,1,1,5,5,2,1,2,1,2,1,2,2,1,10,1,1,1,1,1,1,2,4,10,2,1,1,3,1,2,2,1,2,1,2,1,3,2,1,1,1,2000,1,2,6,2,1,1,1,2,40,12,57,1,8,1,2,1,1,3,4,1,1,10,3,12
20161039584,1,3,2,1,3,5,5,1,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,3,0,1,2,3,4,2,2,2,2,1,2,1,2,3,2,2,2,3,1999,1,5,7,2,1,1,1,6,-1,0,56,1,7,1,2,1,1,3,3,3,1,11,1,13
20161039590,1,1,1,3,1,10,6,1,1,2,1,2,1,2,2,2,3,2,1,1,2,1,1,2,5,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,4,1,2,1,8,2002,1,2,4,1,1,2,1,1,40,12,46,1,2,1,2,1,1,1,5,1,1,8,4,41
20161039596,1,1,1,2,5,4,5,2,1,1,1,2,1,2,1,2,20,1,1,1,1,1,1,1,3,8,2,2,1,4,2,2,1,1,1,2,2,2,5,1,1,1,4,2007,2,2,3,1,1,2,1,1,40,12,38,1,9,1,2,1,1,0,5,1,1,3,3,11
20161039604,1,1,2,2,1,10,5,2,1,2,1,2,2,2,2,2,4,1,1,1,1,1,1,1,3,2,1,1,2,3,1,1,2,2,2,1,2,2,4,1,1,2,3,2001,2,2,6,1,1,2,1,1,40,12,35,1,10,1,1,1,1,3,3,1,1,9,3,41
20161039699,1,2,2,3,3,8,3,3,1,2,1,2,1,1,1,2,4,1,1,3,2,2,2,3,3,5,1,2,2,3,2,2,2,2,2,2,1,2,1,2,2,3,11,1998,1,2,3,1,1,2,1,1,28,12,50,1,9,1,2,1,1,0,4,1,1,11,3,33
20161039701,1,1,2,1,1,0,5,1,1,1,1,2,1,1,2,2,6,2,1,1,1,1,1,1,4,2,1,1,1,4,1,1,1,1,1,1,1,1,7,1,1,2,10,2001,1,6,4,2,1,1,1,1,40,12,50,1,7,1,2,1,1,1,3,4,1,9,4,13
20161039718,1,1,1,3,1,8,5,1,1,1,2,2,1,1,2,2,20,1,1,2,2,2,1,1,4,15,1,2,1,1,1,2,2,2,2,1,2,2,3,1,2,2,9,1999,1,2,4,1,1,2,1,1,45,12,46,1,10,1,2,1,1,1,4,1,1,11,4,21
20161039733,1,2,2,1,1,1,6,1,1,1,1,1,1,1,2,2,6,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,2,2,2,2,1,2,5,2,2,1,1,2002,1,6,5,1,1,2,1,2,30,12,48,1,10,1,2,1,1,2,5,1,1,8,3,22
20161039734,2,1,1,2,2,6,4,3,1,2,1,1,1,1,2,2,4,2,1,1,1,1,1,1,3,6,1,1,1,3,3,2,2,2,2,2,1,1,6,2,2,2,12,1999,1,2,7,4,6,1,5,7,-1,0,62,1,3,1,2,3,1,1,3,1,2,11,1,11
20161039746,2,2,2,2,2,3,6,2,1,2,1,2,1,1,2,2,25,1,1,2,1,1,1,1,4,8,1,1,1,4,1,1,2,2,1,1,1,1,7,1,1,1,9,1999,1,2,6,1,2,2,1,2,50,12,48,1,9,1,2,1,1,3,5,3,1,10,2,41
20161039787,1,1,2,2,1,0,5,1,1,1,1,2,2,1,2,2,30,2,1,1,2,1,2,3,4,10,1,1,1,1,2,2,2,2,1,1,1,2,7,2,2,1,3,1999,1,2,4,1,1,2,1,1,40,12,51,1,10,1,2,1,1,1,4,1,1,11,2,22
20161039789,1,1,2,2,1,1,5,2,1,1,2,2,2,1,2,2,15,2,1,2,2,1,1,2,1,2,1,2,1,1,5,1,2,2,2,2,1,2,2,2,2,1,11,1998,1,2,4,1,1,2,1,1,45,12,41,1,9,1,2,1,1,1,4,1,1,11,2,21
20161039790,1,2,1,2,1,0,6,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,4,15,1,1,1,4,4,1,1,1,1,1,1,1,7,2,2,1,12,2003,2,3,2,2,1,2,5,1,40,12,49,2,4,2,2,2,2,0,2,3,3,6,3,21
20161039792,1,1,2,2,1,5,6,2,1,2,2,2,1,1,2,2,10,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,6,2,2,1,4,1998,1,2,4,1,1,2,1,1,50,12,50,1,9,1,2,1,1,1,2,3,1,12,2,41
20161039853,1,1,2,1,1,3,6,1,1,1,1,1,1,1,2,2,10,1,1,1,1,1,1,1,4,4,1,1,1,4,3,1,1,2,1,1,1,2,7,2,2,1,2,2008,2,2,7,2,1,1,1,1,50,12,44,1,8,1,2,1,1,4,4,1,1,2,3,32
20161039868,1,2,2,1,5,1,5,3,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,2,2,1,1,1,4,2,1,1,1,1,1,1,1,7,2,2,1,1,2010,2,2,3,5,5,2,2,1,40,8,62,2,9,1,2,4,2,0,3,3,1,K,1,22
20161039934,1,2,2,2,2,5,4,3,1,1,1,1,1,1,2,2,6,1,1,2,2,2,2,2,4,7,2,2,1,4,4,1,1,1,1,1,1,1,7,1,1,1,6,2005,1,2,3,1,1,2,1,1,36,12,44,1,9,1,1,1,1,0,3,3,1,5,1,21
20161039955,2,2,2,1,2,2,5,2,1,1,1,1,1,1,1,1,20,2,1,2,1,2,2,2,3,4,1,2,1,3,2,1,2,2,2,1,1,1,2,1,2,2,2,2005,1,2,5,1,1,2,1,1,25,12,47,1,8,1,1,1,1,2,4,1,1,5,3,21
20161039970,1,2,2,1,2,3,6,2,1,1,1,1,1,1,1,1,30,2,1,1,1,1,1,1,3,8,1,1,1,4,2,2,2,2,2,1,1,2,6,2,2,2,2,2001,2,2,4,1,1,2,1,5,-1,3,42,1,9,1,2,1,1,1,3,3,1,9,2,31
20161039979,1,2,2,4,4,10,1,5,1,2,1,2,1,1,2,1,7,1,1,1,1,1,2,2,2,2,3,3,1,4,3,2,1,2,2,2,1,2,0,2,2,3,4,2000,2,2,5,2,1,2,1,1,40,12,38,2,10,1,1,2,2,2,4,1,1,10,3,21
20161039991,1,1,1,2,2,100,5,2,1,2,1,2,1,2,2,1,7,1,1,1,1,1,1,1,3,5,1,2,1,3,2,2,1,1,2,1,2,2,2,2,2,5,8,2000,2,2,4,2,1,1,1,1,50,12,51,1,10,1,1,1,1,0,5,1,1,10,2,41
20161040004,2,2,1,1,1,6,6,1,1,1,1,1,1,1,2,2,5,1,1,1,1,2,1,1,3,3,1,1,1,4,3,1,1,1,1,1,2,2,6,1,1,1,1,2007,2,2,4,1,1,2,1,2,12,6,49,1,10,1,1,1,1,1,5,1,1,3,2,21
20161040015,1,2,2,3,3,2,4,4,1,1,1,1,1,2,2,1,6,2,1,2,2,2,2,2,3,9,1,2,1,3,5,1,2,1,1,1,1,1,5,1,2,2,10,1997,1,2,5,1,1,2,1,1,25,12,49,1,10,1,2,1,1,2,3,1,1,12,1,21
20161040050,1,1,2,2,1,8,6,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,4,8,1,1,2,3,1,2,2,2,2,1,1,1,7,2,2,1,9,2001,2,5,4,2,1,1,1,1,40,12,52,1,7,1,2,1,1,1,2,3,1,8,3,21
20161040058,1,1,1,1,1,2,6,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,4,20,1,1,1,4,5,2,2,2,2,2,2,2,1,2,2,1,11,1997,1,2,4,2,1,1,1,1,52,12,45,1,6,1,2,1,1,0,1,3,1,12,4,11
20161040075,1,3,2,2,1,5,6,2,1,1,1,1,1,2,2,2,3,2,1,2,1,1,2,1,3,6,1,1,1,4,3,1,1,2,1,1,2,1,2,2,2,1,9,2010,2,2,4,1,1,2,3,3,-1,10,43,2,3,3,2,2,2,2,3,2,1,1,1,21
20161040098,1,3,2,2,2,4,5,2,1,1,1,1,1,1,1,2,10,1,1,1,1,1,1,1,3,10,1,1,1,3,2,1,1,2,2,1,1,2,7,2,2,1,4,1998,2,2,9,2,1,1,1,1,50,12,39,1,6,1,2,1,1,6,4,1,3,12,3,41
20161040115,1,2,1,2,1,3,6,2,1,2,1,2,1,1,2,1,4,1,1,1,1,1,1,1,2,4,3,3,1,4,1,1,2,2,1,1,1,1,6,2,2,1,6,2001,1,2,4,1,1,2,1,2,30,12,50,1,7,1,2,1,1,1,3,1,1,9,4,11
20161040149,1,2,1,2,1,1,6,2,1,1,1,1,1,1,2,1,25,1,1,2,1,1,2,2,4,3,3,1,2,4,3,2,2,2,2,1,1,2,7,1,2,1,12,2008,1,2,5,1,1,2,1,3,-1,3,48,1,10,1,2,1,1,2,5,1,1,1,4,21
